DEPTH(ft),AZM(deg),BIT(in),DIFP(psi),EW(ft),Gamma(gapi),INC(deg),NS(ft),ROP(ft / min),RPM(rpm),SPP(psi),TOR(ft_lb),TPO(gal / min),TVD(ft),WOB(klbs),MSE1(ksi),MSE2(ksi),MSE(ksi)
12604,193.24875,6.13,344.25,-854.9500551,166.1716,89.71958333,-2085.922979,1.96926,79.7,4253.87,6242,230,10670.96635,7.6,0.25751513669268195,53.783376571637525,54.04089170833021
12604.5,193.2559375,6.13,355.79,-855.0643935,168.6229,89.72697917,-2086.409698,1.994073333,79.8,4265.54,6276,230,10670.9689,7.7,0.2609034937544278,53.47043761569459,53.73134110944902
12605,193.263125,6.13,367.13,-855.1787319,169.7135,89.734375,-2086.896416,1.997593333,79.7,4277.46,6409,230,10670.97146,9.5,0.32189392086585245,54.439051645978175,54.76094556684403
12605.5,193.2703125,6.13,364.89,-855.2930703,169.5237,89.74177083,-2087.383134,1.993518333,79.9,4274.66,6256,230,10670.97396,9.7,0.32867063498934407,53.381690543077845,53.71036117806719
12606,193.2775,6.13,368.66,-855.4074086,168.7864,89.74916667,-2087.869852,1.997778333,79.8,4278.19,6393,230,10670.97641,9.9,0.33544734911283575,54.366244634610865,54.70169198
12606.5,193.2846875,6.13,374.94,-855.521747,167.6517,89.7565625,-2088.35657,2.017406667,79.8,4285.67,6304,229,10670.97886,9.3,0.3151172067423609,53.08779436776265,53.40291157450501
12607,193.291875,6.13,363.52,-855.6360854,166.6244,89.76395833,-2088.843288,2.042036667,79.8,4274.05,6203,230,10670.98122,9.4,0.31850556380410666,51.60718548598708,51.92569104979119
12607.5,193.2990625,6.13,352.74,-855.7504238,163.293,89.77135417,-2089.330006,2.064815,79.9,4263.71,6235,230,10670.98362,7.2,0.2439617084456987,51.36545370892573,51.60941541737142
12608,193.30625,6.13,347.49,-855.8647622,158.3165,89.77875,-2089.816724,2.09463,79.6,4258.01,6140,230,10670.98592,6.8,0.23040828019871543,49.67560412902141,49.906012409220125
12608.5,193.3134375,6.13,338.65,-855.9791005,153.7635,89.78614583,-2090.303443,2.14074,79.7,4249.88,6240,230,10670.98823,7.2,0.2439617084456987,49.45930678411456,49.703268492560255
12609,193.320625,6.13,344.16,-856.0934389,151.8113,89.79354167,-2090.790161,2.191666667,79.6,4253.39,6255,230,10670.99053,7,0.23718499432220708,48.36541485365864,48.60259984798085
12609.5,193.3278125,6.13,359.62,-856.2077773,152.5269,89.8009375,-2091.276879,2.232406667,79.8,4270.87,6218,229,10670.99273,6.8,0.23040828019871543,47.32050124048383,47.550909520682545
12610,193.335,6.13,363.72,-856.3221157,153.4026,89.80833333,-2091.763597,2.250555,79.7,4272.6,6204,230,10670.99493,7.1,0.24057335138395286,46.77453918751164,47.01511253889559
12610.5,193.3421875,6.13,375.9,-856.4364541,154.7326,89.81572917,-2092.250315,2.25463,79.7,4285.92,6304,229,10670.99714,6.8,0.23040828019871543,47.442578233690526,47.67298651388924
12611,193.349375,6.13,386.15,-856.5507924,156.3276,89.823125,-2092.737033,2.270926667,79.7,4296.79,6327,230,10670.99929,6.8,0.23040828019871543,47.27397091982576,47.504379200024474
12611.5,193.3565625,6.13,387.94,-856.6651308,158.217,89.83052083,-2093.223751,2.302221667,79.7,4298.83,6358,230,10671.00139,7.4,0.2507384225691903,46.85983403372172,47.11057245629091
12612,193.36375,6.13,406.01,-856.7794692,158.5905,89.83791667,-2093.710469,2.36037,79.7,4313.78,6380,230,10671.00344,7.3,0.2473500655074445,45.86358002162837,46.11093008713582
12612.5,193.3709375,6.13,411.98,-856.8938076,157.7958,89.8453125,-2094.197188,2.401481667,79.7,4322.49,6354,229,10671.0055,7.3,0.2473500655074445,44.89472279570316,45.14207286121061
12613,193.378125,6.13,412.97,-857.0081459,158.1379,89.85270833,-2094.683906,2.422036667,79.8,4323,6237,229,10671.0075,7.4,0.2507384225691903,43.748882068776076,43.99962049134527
12613.5,193.3853125,6.13,404.68,-857.1224843,158.6577,89.86010417,-2095.170624,2.416666667,79.5,4314.56,6248,229,10671.0095,7.5,0.25412677963093616,43.75829941744283,44.012426197073765
12614,193.3925,6.13,401.64,-857.2368227,159.3244,89.8675,-2095.657342,2.408333333,79.7,4311.47,6238,229,10671.01145,7.7,0.2609034937544278,43.94972207443102,44.21062556818545
12614.5,193.3996875,6.13,411.01,-857.3511611,159.2979,89.87489583,-2096.14406,2.404815,79.8,4321.35,6249,230,10671.01336,7.9,0.2676802078779194,44.14695784,44.414638051612414
12615,193.406875,6.13,405.37,-857.4654995,159.4133,89.88229167,-2096.630778,2.402406667,79.8,4314.34,6282,230,10671.01521,7.7,0.2609034937544278,44.42458065793088,44.68548415168531
12615.5,193.4140625,6.13,399.19,-857.5798378,160.9943,89.8896875,-2097.117496,2.403518333,79.7,4309.73,6217,230,10671.01706,8.1,0.27445692200141103,43.889515592209285,44.16397251
12616,193.42125,6.13,393.71,-857.6941762,161.3475,89.89708333,-2097.604215,2.40926,79.7,4302.96,6264,229,10671.01892,8.4,0.2846219931866485,44.11592991801445,44.40055191
12616.5,193.4284375,6.13,409.64,-857.8085146,161.2151,89.90447917,-2098.090933,2.417963333,79.7,4320.1,6285,230,10671.02067,8.4,0.2846219931866485,44.1045028,44.38912479507755
12617,193.435625,6.13,408.27,-857.922853,161.1507,89.911875,-2098.577651,2.431111667,79.7,4317.79,6301,229,10671.02242,8.4,0.2846219931866485,43.97764118172383,44.26226317491048
12617.5,193.4428125,6.13,413.74,-858.0371914,161.655,89.91927083,-2099.064369,2.442221667,79.9,4323.45,6270,230,10671.02417,8.7,0.2947870643718859,43.67151701,43.96630407924419
12618,193.45,6.13,416.73,-858.1515297,163.9519,89.92666667,-2099.551087,2.455185,79.8,4325.35,6271,230,10671.02583,8.9,0.3015637784953775,43.393482758590366,43.695046537085744
12618.5,193.4571875,6.13,422.41,-858.2658681,165.9758,89.9340625,-2100.037805,2.464445,79.7,4331.56,6313,230,10671.02748,8.8,0.29817542143363174,43.46543380111727,43.763609222550905
12619,193.464375,6.13,428.44,-858.3802065,165.8383,89.94145833,-2100.524523,2.472778333,79.7,4339.64,6209,229,10671.02913,8.6,0.29139870731014006,42.60532008755772,42.89671879486786
12619.5,193.4715625,6.13,427,-858.4945449,164.9536,89.94885417,-2101.011241,2.481666667,79.7,4335.77,6224,229,10671.03073,8.7,0.2947870643718859,42.555284270863076,42.850071335234965
12620,193.47875,6.13,433.3,-858.6088833,164.4251,89.95625,-2101.49796,2.48926,79.7,4342.76,6293,229,10671.03229,8.8,0.29817542143363174,42.89580581362308,43.19398123505671
12620.5,193.4859375,6.13,430.43,-858.7232216,164.1378,89.96364583,-2101.984678,2.491111667,79.8,4341.81,6289,229,10671.03379,8.7,0.2947870643718859,42.89042289529746,43.18520995966935
12621,193.493125,6.13,433.08,-858.83756,162.9673,89.97104167,-2102.471396,2.483518333,79.5,4344.67,6247,230,10671.03529,8.2,0.2778452790631568,42.573592826421255,42.85143810548441
12621.5,193.5003125,6.13,433.93,-858.9518984,161.9473,89.9784375,-2102.958114,2.479073333,79.6,4344.84,6200,229,10671.03674,7.8,0.26429185081617357,42.38229025202125,42.64658210283742
12622,193.5075,6.13,438.45,-859.0662368,162.3222,89.98583333,-2103.444832,2.483703333,79.7,4349.43,6367,230,10671.0382,7.8,0.26429185081617357,43.49731894300607,43.76161079382224
12622.5,193.5146875,6.13,427.73,-859.1805751,162.3431,89.99322917,-2103.93155,2.492593333,79.7,4337.27,6215,229,10671.0396,7.7,0.2609034937544278,42.30747078326323,42.568374277017654
12623,193.521875,6.13,427.51,-859.2949135,161.4362,90.000625,-2104.418268,2.498888333,79.6,4338.3,6337,229,10671.04095,7.9,0.2676802078779194,42.97530458,43.24298478964791
12623.5,193.5290625,6.13,430.91,-859.4092519,160.5405,90.00802083,-2104.904986,2.49537,79.6,4339.94,6096,229,10671.0423,8.2,0.2778452790631568,41.399215783174604,41.67706106223776
12624,193.53625,6.13,426.7,-859.5235903,160.724,90.01541667,-2105.391705,2.493703333,79.9,4337.6,6225,230,10671.04361,8.6,0.29139870731014006,42.46297198983919,42.75437069714933
12624.5,193.5434375,6.13,436.33,-859.6379287,162.7605,90.0228125,-2105.878423,2.495926667,79.8,4346.31,6261,230,10671.04486,8.3,0.28123363612490265,42.61709199163528,42.89832562776018
12625,193.550625,6.13,428.53,-859.752267,165.5163,90.03020833,-2106.365141,2.508148333,79.7,4339.79,6103,230,10671.04611,8,0.2710685649396652,41.287397827237584,41.55846639217725
12625.5,193.5578125,6.13,422.5,-859.8666054,166.9352,90.03760417,-2106.851859,2.516666667,79.7,4333.47,6183,229,10671.04732,8.4,0.2846219931866485,41.687025594260774,41.97164758744742
12626,193.565,6.13,420.34,-859.9809438,166.9453,90.045,-2107.338577,2.513518333,79.8,4330.2,6240,229,10671.04847,8.8,0.29817542143363174,42.176881136309184,42.47505655774282
12626.5,193.5721875,6.13,424.8,-860.0952822,166.7809,90.05239583,-2107.825295,2.504445,79.8,4334.41,6180,230,10671.04962,8.2,0.2778452790631568,41.92266723,42.200512506848256
12627,193.579375,6.13,418.35,-860.2096206,165.2308,90.05979167,-2108.312013,2.496111667,79.8,4328.53,6253,229,10671.05072,8.4,0.2846219931866485,42.55948341142182,42.84410540460847
12627.5,193.5865625,6.13,417.15,-860.3239589,163.6944,90.0671875,-2108.798731,2.49074,79.8,4327.19,6105,230,10671.05178,8.3,0.28123363612490265,41.641772026881874,41.923005663006776
12628,193.59375,6.13,410.06,-860.4382973,161.934,90.07458333,-2109.28545,2.280185,79.8,4320.44,6133,230,10671.05283,8.5,0.2880103502483943,45.695644767099786,45.98365511734818
12628.5,193.6009375,6.13,196.68,-860.5526357,158.4292,90.08197917,-2109.772168,1.842036667,30.8,4106.49,2361,230,10671.05383,8.7,0.2947870643718859,8.404608164,8.699395227964056
12629,193.608125,6.13,70.72,-860.6669741,156.3442,90.089375,-2110.258886,1.188888333,0,3980.85,0,230,10671.05483,9.1,0.30834049261886914,0,0.30834049261886914
12629.5,193.6153125,6.13,64.09,-860.7813124,154.7871,90.09677083,-2110.745604,0.724815,0,3974.36,0,230,10671.05579,9,0.30495213555712336,0,0.30495213555712336
12630,193.6225,6.13,66.4,-860.8956508,154.0751,90.10416667,-2111.232322,0.499445,0,3976.79,0,230,10671.05669,9,0.30495213555712336,0,0.30495213555712336
12630.5,193.6296875,6.13,64.81,-861.0099892,154.4186,90.1115625,-2111.71904,0.493888333,0,3975.24,0,230,10671.05759,6.5,0.220243209,0,0.220243209
12631,193.636875,6.13,83.84,-861.1243276,153.4403,90.11895833,-2112.205758,0.502408333,0,3994.01,0,230,10671.05844,9.2,0.31172884968061493,0,0.31172884968061493
12631.5,193.6440625,6.13,163.12,-861.238666,153.7458,90.12635417,-2112.692476,0.493148333,0,4073.02,0,230,10671.05925,10.7,0.3625542056068022,0,0.3625542056068022
12632,193.65125,6.13,184.25,-861.3530043,153.8736,90.13375,-2113.179195,0.477778333,0,4094.36,0,230,10671.06005,11.3,0.38288434797727716,0,0.38288434797727716
12632.5,193.6584375,6.13,183.65,-861.4673427,154.4535,90.14114583,-2113.665913,0.471296667,0,4093.41,0,230,10671.0608,11.1,0.3761076338537855,0,0.3761076338537855
12633,193.665625,6.13,201.6,-861.5816811,156.841,90.14854167,-2114.152631,0.487963333,0,4111.68,0,230,10671.06151,11.2,0.37949599091553127,0,0.37949599091553127
12633.5,193.6728125,6.13,210.3,-861.6960195,159.4689,90.1559375,-2114.639349,0.522778333,0,4119.89,0,230,10671.06221,10.9,0.36933091973029386,0,0.36933091973029386
12634,193.68,6.13,217.79,-861.8103579,161.7131,90.16333333,-2115.126067,0.55574,0,4127.98,0,230,10671.06286,10.6,0.3591658485450564,0,0.3591658485450564
12634.5,193.6871875,6.13,222.19,-861.9246962,161.2833,90.17072917,-2115.612785,0.572221667,0,4132.78,0,230,10671.06346,10.3,0.349000777,0,0.349000777
12635,193.694375,6.12,215.7,-862.0390346,160.6351,90.178125,-2116.099503,0.575185,0,4125.53,0,230,10671.06407,11.3,0.3841366262844244,0,0.3841366262844244
12635.5,193.7015625,6.13,227.46,-862.153373,162.7143,90.18552083,-2116.586222,0.575926667,0,4138.08,0,229,10671.06462,11.5,0.38966106210076873,0,0.38966106210076873
12636,193.70875,6.13,230.57,-862.2677114,166.0326,90.19291667,-2117.07294,0.585185,0,4140.82,0,230,10671.06517,11.6,0.3930494191625145,0,0.3930494191625145
12636.5,193.7159375,6.13,233.21,-862.3820498,169.1414,90.2003125,-2117.559658,0.601296667,0,4143.48,0,230,10671.06562,12.2,0.41337956153298944,0,0.41337956153298944
12637,193.723125,6.13,254.75,-862.4963881,170.3713,90.20770833,-2118.046376,0.621296667,0,4165.2,0,229,10671.06613,12.3,0.4167679185947353,0,0.4167679185947353
12637.5,193.7303125,6.13,247.05,-862.6107265,169.316,90.21510417,-2118.533094,0.64,0,4157.05,0,230,10671.06653,12.5,0.4235446327182269,0,0.4235446327182269
12638,193.7375,6.13,246.86,-862.7250649,168.6711,90.2225,-2119.019812,0.65463,0,4156.99,0,229,10671.06693,12.3,0.4167679185947353,0,0.4167679185947353
12638.5,193.7446875,6.13,246.84,-862.8394033,167.7784,90.22989583,-2119.50653,0.660926667,0,4157.04,0,230,10671.06728,12.5,0.4235446327182269,0,0.4235446327182269
12639,193.751875,6.13,248.2,-862.9537416,167.6391,90.23729167,-2119.993248,0.648518333,0,4157.81,0,230,10671.06764,13.6,0.46081656039743085,0,0.46081656039743085
12639.5,193.7590625,6.13,238.56,-863.06808,168.3013,90.2446875,-2120.479967,0.618333333,0,4149.07,0,229,10671.06794,14,0.47436998864441415,0,0.47436998864441415
12640,193.76625,6.13,226.4,-863.1824184,168.7392,90.25208333,-2120.966685,0.577778333,0,4136.02,0,229,10671.06819,14.4,0.4879234168913974,0,0.4879234168913974
12640.5,193.7734375,6.13,215.37,-863.2967568,168.8785,90.25947917,-2121.453403,0.541666667,0,4125.65,0,230,10671.06845,13.8,0.46759327452092253,0,0.46759327452092253
12641,193.780625,6.13,205.7,-863.4110952,168.6838,90.266875,-2121.940121,0.518518333,0,4115.15,0,230,10671.06865,13.8,0.46759327452092253,0,0.46759327452092253
12641.5,193.7878125,6.13,209.57,-863.5254335,166.6394,90.27427083,-2122.426839,0.506111667,0,4119.65,0,230,10671.0688,13.4,0.4540398462739393,0,0.4540398462739393
12642,193.795,6.13,217.05,-863.6397719,162.1422,90.28166667,-2122.913557,0.49926,0,4126.89,0,230,10671.06895,12.5,0.4235446327182269,0,0.4235446327182269
12642.5,193.8021875,6.13,221.76,-863.7541103,160.0057,90.2890625,-2123.400275,0.49037,0,4131.39,0,230,10671.06906,11.9,0.40321449034775203,0,0.40321449034775203
12643,193.809375,6.13,223.56,-863.8684487,160.3657,90.29645833,-2123.886993,0.480926667,0,4133.38,0,230,10671.06916,11.6,0.3930494191625145,0,0.3930494191625145
12643.5,193.8165625,6.13,208.59,-863.9827871,164.5942,90.30385417,-2124.373712,0.475926667,0,4117.4,0,230,10671.06916,11.8,0.3998261332860062,0,0.3998261332860062
12644,193.82375,6.12,225.35,-864.0971254,168.4673,90.31125,-2124.86043,0.48037,0,4134.99,0,230,10671.06921,12,0.40793270047903474,0,0.40793270047903474
12644.5,193.8309375,6.13,225.32,-864.2114638,168.0885,90.31864583,-2125.347148,0.495926667,0,4135.09,0,229,10671.06917,12,0.4066028474094978,0,0.4066028474094978
12645,193.838125,6.13,227.7,-864.3258022,166.0246,90.32604167,-2125.833866,0.51926,0,4137.22,0,229,10671.06912,11.8,0.3998261332860062,0,0.3998261332860062
12645.5,193.8453125,6.13,239.09,-864.4401406,163.9312,90.3334375,-2126.320584,0.546296667,0,4148.85,0,229,10671.06902,12,0.4066028474094978,0,0.4066028474094978
12646,193.8525,6.13,245.23,-864.554479,163.2314,90.34083333,-2126.807302,0.567778333,0,4155.24,0,229,10671.06892,12.1,0.4099912044712436,0,0.4099912044712436
12646.5,193.8596875,6.13,251.25,-864.6688173,165.6001,90.34822917,-2127.29402,0.579815,0,4160.94,0,229,10671.06878,12.2,0.41337956153298944,0,0.41337956153298944
12647,193.866875,6.13,254.76,-864.7831557,170.1632,90.355625,-2127.780738,0.60037,0,4164.28,0,230,10671.06858,12.2,0.41337956153298944,0,0.41337956153298944
12647.5,193.8740625,6.13,242.25,-864.8974941,172.2634,90.36302083,-2128.267457,0.700555,4.5,4152.12,314,230,10671.06838,11.2,0.37949599091553127,0.4294068446753102,0.8089028355908414
12648,193.88125,6.13,236.6,-865.0118325,173.2003,90.37041667,-2128.754175,0.921296667,79.8,4145.85,5635,230,10671.06813,5.5,0.18635963839601982,103.9121545770934,104.09851421548942
12648.5,193.8884375,6.13,350.99,-865.1261708,171.2791,90.3778125,-2129.240893,1.253703333,79.8,4260.38,5548,230,10671.06784,6.1,0.20668978076649472,75.18195264715307,75.38864242791956
12649,193.895625,6.13,402.51,-865.2405092,168.532,90.38520833,-2129.727611,1.575741667,79.7,4312.04,5424,229,10671.06754,6,0.2033014237047489,58.406612858826406,58.60991428253116
12649.5,193.9028125,6.13,424.15,-865.3548476,168.0724,90.39260417,-2130.214329,1.811666667,79.8,4334.74,5507,229,10671.06719,6.3,0.21346649488998634,51.64267288514503,51.85613938003502
12650,193.91,6.13,439.74,-865.469186,168.6816,90.4,-2130.701047,1.933148333,79.8,4349.72,5504,229,10671.0668,6.4,0.21685485195173218,48.37101217146084,48.58786702341257
12650.5,193.9119474,6.13,453.33,-865.5909493,169.967,90.39884211,-2131.185987,1.98926,79.8,4363.67,5580,229,10671.06388,6.6,0.2236315660752238,47.65566984147588,47.879301407551104
12651,193.9138947,6.13,462.84,-865.7127127,170.2271,90.39768421,-2131.670926,2.024073333,79.8,4372.39,5606,229,10671.06086,6.8,0.23040828019871543,47.05424176269965,47.28465004289836
12651.5,193.9158421,6.13,467.75,-865.8344761,169.5502,90.39652632,-2132.155865,2.069073333,79.8,4377.5,5550,229,10671.05785,6.8,0.23040828019871543,45.57104934030015,45.801457620498866
12652,193.9177895,6.13,484.12,-865.9562394,168.4653,90.39536842,-2132.640804,2.124445,79.8,4393.63,5654,229,10671.05488,7.1,0.24057335138395286,45.21496941319486,45.45554276457881
12652.5,193.9197368,6.13,483.37,-866.0780028,167.9967,90.39421053,-2133.125744,2.179815,79.8,4393.58,5684,229,10671.05187,7.3,0.2473500655074445,44.300268840170624,44.54761890567807
12653,193.9216842,6.13,506.26,-866.1997661,167.6295,90.39305263,-2133.610683,2.210926667,79.8,4417.55,5760,229,10671.0489,7.4,0.2507384225691903,44.26088310623221,44.51162153
12653.5,193.9236316,6.13,503.56,-866.3215295,167.8191,90.39189474,-2134.095622,2.240926667,79.8,4413.85,5657,229,10671.04594,7.3,0.2473500655074445,42.887473564967216,43.13482363047466
12654,193.9255789,6.13,503.58,-866.4432928,169.1911,90.39073684,-2134.580561,2.279445,79.7,4412.29,5724,229,10671.04297,7.8,0.26429185081617357,42.60865906224905,42.872950913065225
12654.5,193.9275263,6.13,525.25,-866.5650562,171.2601,90.38957895,-2135.065501,2.341111667,79.8,4437.57,5808,229,10671.03996,7.6,0.25751513669268195,42.14794530206796,42.40546043876064
12655,193.9294737,6.13,522.5,-866.6868195,173.7319,90.38842105,-2135.55044,2.404815,79.8,4432.44,5675,229,10671.03704,8.4,0.2846219931866485,40.09185241849788,40.376474411684526
12655.5,193.9314211,6.13,533.9,-866.8085829,175.1693,90.38726316,-2136.035379,2.457593333,79.8,4444.99,5908,228,10671.03408,9,0.30495213555712336,40.841566910489426,41.14651904604655
12656,193.9333684,6.13,566.64,-866.9303463,174.0818,90.38610526,-2136.520319,2.49574,79.8,4476.5,6079,229,10671.03111,9.1,0.30834049261886914,41.381357463113225,41.68969795573209
12656.5,193.9353158,6.13,572.28,-867.0521096,171.5837,90.38494737,-2137.005258,2.510185,79.8,4482.42,5828,229,10671.02815,9.1,0.30834049261886914,39.44443524703604,39.75277573965491
12657,193.9372632,6.13,574.57,-867.173873,169.1965,90.38378947,-2137.490197,2.511481667,79.8,4485.23,5839,229,10671.02523,9,0.30495213555712336,39.49848082788408,39.80343296
12657.5,193.9392105,6.13,564.53,-867.2956363,167.2682,90.38263158,-2137.975136,2.494075,79.8,4474.51,5875,229,10671.02227,9.1,0.30834049261886914,40.01937401746218,40.327714510081044
12658,193.9411579,6.13,570.33,-867.4173997,166.6834,90.38147368,-2138.460076,2.468333333,79.8,4480.65,5672,229,10671.01935,9,0.30495213555712336,39.03950867971962,39.34446081527674
12658.5,193.9431053,6.13,556.38,-867.539163,166.8651,90.38031579,-2138.945015,2.426296667,79.8,4465.9,5763,229,10671.01643,9.5,0.32189392086585245,40.35307618296215,40.6749701
