DEPTH(ft),AZM(deg),BIT(in),DIFP(psi),EW(ft),Gamma(gapi),INC(deg),NS(ft),ROP(ft / min),RPM(rpm),SPP(psi),TOR(ft_lb),TPO(gal / min),TVD(ft),WOB(klbs),MSE1(ksi),MSE2(ksi),MSE(ksi)
12532.5,192.6621354,6.13,378.33,-838.7442099,177.6814,89.53317708,-2016.289397,1.815741667,79.6,4287.03,5582,230,10670.44832,8.2,0.2778452790631568,52.097619343167125,52.37546462223028
12533,192.6590625,6.13,378.98,-838.8551868,178.9399,89.5203125,-2016.77688,1.820926667,79.6,4288.89,5637,229,10670.44943,7.8,0.26429185081617357,52.46113526103055,52.72542711184672
12533.5,192.6559896,6.13,387.41,-838.9661638,179.9453,89.50744792,-2017.264363,1.818888333,79.6,4297.11,5651,230,10670.45065,7.8,0.26429185081617357,52.65036371228184,52.91465556309801
12534,192.6529167,6.13,381.43,-839.0771407,180.5713,89.49458333,-2017.751846,1.813333333,79.8,4290.14,5645,229,10670.45186,7.6,0.25751513669268195,52.888132305313434,53.145647442006116
12534.5,192.6498438,6.13,386.19,-839.1881176,179.3253,89.48171875,-2018.239329,1.801851667,79.7,4296.38,5571,230,10670.45317,7.6,0.25751513669268195,52.46159398600815,52.71910912270083
12535,192.6467708,6.13,384.89,-839.2990945,177.0442,89.46885417,-2018.726812,1.793148333,79.7,4295.51,5729,230,10670.45453,7.5,0.25412677963093616,54.21131782864715,54.465444608278084
12535.5,192.6436979,6.13,386.21,-839.4100714,176.3563,89.45598958,-2019.214295,1.78963,79.7,4295.85,5641,229,10670.45594,7.4,0.2507384225691903,53.48354774170734,53.73428616427653
12536,192.640625,6.13,379.08,-839.5210483,177.2098,89.443125,-2019.701778,1.793518333,79.7,4288.49,5713,229,10670.45741,7.4,0.2507384225691903,54.04876352313592,54.29950194570511
12536.5,192.6375521,6.13,389.26,-839.6320252,179.2451,89.43026042,-2020.189261,1.796481667,79.7,4299.19,5749,230,10670.45892,7.4,0.2507384225691903,54.299631021348375,54.55036944391757
12537,192.6344792,6.13,386.86,-839.7430022,181.9971,89.41739583,-2020.676744,1.798518333,79.7,4297.14,5780,230,10670.46048,7.5,0.25412677963093616,54.53060657025942,54.78473334989036
12537.5,192.6314063,6.13,390.24,-839.8539791,180.9625,89.40453125,-2021.164227,1.79963,79.6,4301.3,5775,230,10670.46214,7.5,0.25412677963093616,54.381460863296084,54.63558764292702
12538,192.6283333,6.13,381.45,-839.964956,179.2528,89.39166667,-2021.65171,1.807593333,79.7,4291.17,5722,229,10670.4638,7.5,0.25412677963093616,53.71239057109692,53.966517350727855
12538.5,192.6252604,6.13,385.02,-840.0759329,177.5869,89.37880208,-2022.139193,1.812778333,79.8,4295.41,5751,229,10670.46557,7.7,0.2609034937544278,53.89774497253593,54.15864846629036
12539,192.6221875,6.13,382.82,-840.1869098,177.1638,89.3659375,-2022.626676,1.816481667,79.9,4292.15,5876,230,10670.46738,7.9,0.2676802078779194,55.02582788463391,55.29350809251183
12539.5,192.6191146,6.13,390.98,-840.2978867,176.7124,89.35307292,-2023.114159,1.812221667,79.7,4301.54,5853,230,10670.46924,8,0.2710685649396652,54.80176739418416,55.07283595912383
12540,192.6160417,6.13,389.59,-840.4088636,173.5959,89.34020833,-2023.601642,1.807408333,79.8,4299.06,5846,230,10670.47115,7.8,0.26429185081617357,54.950855739115084,55.215147589931256
12540.5,192.6129688,6.13,384.27,-840.5198406,170.8268,89.32734375,-2024.089125,1.79926,79.8,4293.41,5910,230,10670.47311,7.7,0.2609034937544278,55.80401992146442,56.06492341521885
12541,192.6098958,6.13,384.73,-840.6308175,169.1655,89.31447917,-2024.576608,1.798148333,79.8,4294.46,6089,229,10670.47513,8.8,0.29817542143363174,57.52973698903094,57.82791241046457
12541.5,192.6068229,6.13,396.69,-840.7417944,169.4549,89.30161458,-2025.064091,1.802963333,79.6,4306.42,6195,230,10670.47719,8.5,0.2880103502483943,58.22862324524734,58.51663359549573
12542,192.60375,6.13,395.78,-840.8527713,171.8573,89.28875,-2025.551574,1.810555,79.9,4305.66,6148,230,10670.47935,9.1,0.30834049261886914,57.761432323492315,58.06977281611118
12542.5,192.6006771,6.13,405.1,-840.9637482,174.5041,89.27588542,-2026.039057,1.812221667,79.9,4314.79,6039,229,10670.48151,9.2,0.31172884968061493,56.68517978672564,56.99690863640625
12543,192.5976042,6.13,390.43,-841.0747251,177.2561,89.26302083,-2026.526541,1.800926667,79.8,4299.68,6055,230,10670.48377,9.4,0.31850556380410666,57.12024321564042,57.43874877944453
12543.5,192.5945313,6.13,381.28,-841.185702,178.4653,89.25015625,-2027.014024,1.783148333,79.9,4290.98,6056,229,10670.48608,8.2,0.2778452790631568,57.77157554554492,58.04942082460808
12544,192.5914583,6.13,374.95,-841.296679,174.2921,89.23729167,-2027.501507,1.76463,79.7,4284.43,6044,229,10670.48845,7.4,0.2507384225691903,58.116326734867705,58.36706516
12544.5,192.5883854,6.13,369.37,-841.4076559,167.9283,89.22442708,-2027.98899,1.757963333,79.8,4279.71,5969,230,10670.49086,7.5,0.25412677963093616,57.68510608486931,57.93923286450025
12545,192.5853125,6.13,371.4,-841.5186328,163.445,89.2115625,-2028.476473,1.757778333,79.8,4280.72,6018,229,10670.49332,7.4,0.2507384225691903,58.16476874337743,58.41550716594662
12545.5,192.5822396,6.13,377.39,-841.6296097,164.4257,89.19869792,-2028.963956,1.752221667,79.7,4287.53,6035,229,10670.49588,7.1,0.24057335138395286,58.440723998113235,58.681297349497186
12546,192.5791667,6.13,370.84,-841.7405866,168.2041,89.18583333,-2029.451439,1.75037,79.7,4281.67,5972,229,10670.49844,7.1,0.24057335138395286,57.891832537348854,58.132405888732805
12546.5,192.5760938,6.13,368.41,-841.8515635,170.8858,89.17296875,-2029.938922,1.757778333,79.7,4277.42,5979,230,10670.50111,7.2,0.2439617084456987,57.71541274180237,57.95937445024806
12547,192.5730208,6.13,376.77,-841.9625404,172.0152,89.16010417,-2030.426405,1.776296667,79.8,4286.38,6014,229,10670.50382,7.7,0.2609034937544278,57.52012911706347,57.781032610817896
12547.5,192.5699479,6.13,388.15,-842.0735174,172.42,89.14723958,-2030.913888,1.78926,79.8,4297.92,6044,229,10670.50653,7.6,0.25751513669268195,57.38824343231173,57.645758569004414
12548,192.566875,6.13,395.18,-842.1844943,172.3643,89.134375,-2031.401371,1.793703333,79.8,4304.26,5867,229,10670.50934,7.4,0.2507384225691903,55.569616844173225,55.82035526674242
12548.5,192.5638021,6.13,383.39,-842.2954712,170.915,89.12151042,-2031.888854,1.80074,79.8,4293.59,5924,229,10670.51225,7.4,0.2507384225691903,55.89023908860296,56.14097751117215
12549,192.5607292,6.13,373.68,-842.4064481,168.7705,89.10864583,-2032.376337,1.80463,79.8,4282.86,5839,230,10670.51517,7.8,0.26429185081617357,54.96955634141946,55.233848192235634
12549.5,192.5576563,6.13,380.51,-842.517425,167.7965,89.09578125,-2032.86382,1.804073333,79.8,4290.45,5957,229,10670.51813,8,0.2710685649396652,56.097737035402325,56.36880560034199
12550,192.5545833,6.13,385.4,-842.6284019,168.4893,89.08291667,-2033.351303,1.80037,79.8,4295.56,5839,230,10670.52119,7.9,0.2676802078779194,55.099624221918724,55.36730442979664
12550.5,192.5515104,6.13,374.62,-842.7393788,169.0178,89.07005208,-2033.838786,1.800555,79.8,4285.51,5919,229,10670.52425,8.2,0.2778452790631568,55.84880402539251,56.12664930445567
12551,192.5484375,6.13,382.68,-842.8503558,168.9668,89.0571875,-2034.326269,1.806296667,79.8,4293.24,5893,230,10670.52741,8.1,0.27445692200141103,55.42673415516546,55.701191077166875
12551.5,192.5453646,6.13,382.62,-842.9613327,167.646,89.04432292,-2034.813752,1.805926667,79.8,4292.82,5876,230,10670.53063,8.3,0.28123363612490265,55.278163424961434,55.55939706108634
12552,192.5422917,6.13,375.11,-843.0723096,166.1418,89.03145833,-2035.301235,1.802036667,79.8,4283.49,5965,229,10670.53389,8.4,0.2846219931866485,56.23656089114012,56.52118288432677
12552.5,192.5392188,6.13,381.85,-843.1832865,165.1169,89.01859375,-2035.788718,1.80074,79.6,4291.08,6041,230,10670.5372,8.4,0.2846219931866485,56.85123843751499,57.13586043070164
12553,192.5361458,6.13,375.29,-843.2942634,163.5717,89.00572917,-2036.276201,1.80426,79.7,4282.95,5983,230,10670.54056,8.7,0.2947870643718859,56.266155377720295,56.560942442092184
12553.5,192.5330729,6.13,385.29,-843.4052403,162.4814,88.99286458,-2036.763684,1.807036667,79.7,4295.69,5958,230,10670.54397,8.8,0.29817542143363174,55.94495042,56.24312584007664
12554,192.53,6.13,384.2,-843.5162172,162.06,88.98,-2037.251167,1.805,79.7,4293.55,5931,229,10670.54749,9,0.30495213555712336,55.754262713811855,56.05921484936898
12554.5,192.5371875,6.13,395.4,-843.6305556,161.0152,88.98739583,-2037.737885,1.79926,79.7,4305.64,5920,229,10670.55319,8.7,0.2947870643718859,55.82839479287268,56.12318185724457
12555,192.544375,6.13,393.08,-843.744894,159.6206,88.99479167,-2038.224603,1.797778333,79.6,4303.33,5840,229,10670.55894,8.7,0.2947870643718859,55.050188545902216,55.344975610274105
12555.5,192.5515625,6.13,395.33,-843.8592324,158.8483,89.0021875,-2038.711321,1.799445,79.7,4306.56,5879,230,10670.56464,8.4,0.2846219931866485,55.436045500170984,55.72066749335763
12556,192.55875,6.13,398.88,-843.9735708,158.8195,89.00958333,-2039.198039,1.801851667,79.8,4309.18,5818,230,10670.57035,8.3,0.28123363612490265,54.85631248686232,55.137546122987224
12556.5,192.5659375,6.13,395.51,-844.0879091,159.2748,89.01697917,-2039.684757,1.804073333,79.6,4304.6,5829,229,10670.576,8.8,0.29817542143363174,54.75477187739592,55.05294729882955
12557,192.573125,6.13,405.65,-844.2022475,160.6887,89.024375,-2040.171475,1.79463,79.6,4315.69,5976,230,10670.58165,9.1,0.30834049261886914,56.431003217179374,56.73934370979824
12557.5,192.5803125,6.13,423.33,-844.3165859,162.1321,89.03177083,-2040.658194,1.777778333,79.7,4333.33,5988,229,10670.5872,9,0.30495213555712336,57.15201437256402,57.45696650812114
12558,192.5875,6.13,419.44,-844.4309243,163.4287,89.03916667,-2041.144912,1.758518333,79.7,4328.31,5914,230,10670.59281,8.9,0.3015637784953775,57.06394326,57.36550703434908
12558.5,192.5946875,6.13,411.7,-844.5452626,163.1534,89.0465625,-2041.63163,1.761481667,79.6,4321.84,5883,230,10670.59831,8.8,0.29817542143363174,56.59822699646174,56.896402417895374
12559,192.601875,6.13,402.64,-844.659601,162.126,89.05395833,-2042.118348,1.782963333,79.6,4312.53,5814,229,10670.60381,8.9,0.3015637784953775,55.26048867724417,55.56205245573955
12559.5,192.6090625,6.13,389.56,-844.7739394,162.7231,89.06135417,-2042.605066,1.801666667,79.6,4298.34,5796,230,10670.60927,8.9,0.3015637784953775,54.517513390837614,54.81907716933299
12560,192.61625,6.13,388.99,-844.8882778,164.1373,89.06875,-2043.091784,1.801666667,79.7,4298.97,5875,229,10670.61472,8.9,0.3015637784953775,55.33001484376317,55.63157862225855
12560.5,192.6234375,6.13,390.1,-845.0026162,165.1477,89.07614583,-2043.578502,1.79037,79.8,4300.68,5778,229,10670.62012,9,0.30495213555712336,54.828539154408396,55.13349128996552
12561,192.630625,6.13,383.76,-845.1169545,167.1147,89.08354167,-2044.06522,1.787963333,79.8,4292.82,5721,229,10670.62547,8.8,0.29817542143363174,54.360728580330836,54.65890400176447
12561.5,192.6378125,6.13,377.47,-845.2312929,168.9686,89.0909375,-2044.551939,1.795555,79.7,4287.25,5730,229,10670.63083,8.8,0.29817542143363174,54.14810578537601,54.446281206809644
12562,192.645,6.13,381.61,-845.3456313,170.6591,89.09833333,-2045.038657,1.80537,79.7,4291.99,5873,229,10670.63613,8.9,0.3015637784953775,55.19771995089243,55.499283729387805
12562.5,192.6521875,6.13,385.13,-845.4599697,171.7726,89.10572917,-2045.525375,1.807963333,79.7,4295.71,5772,229,10670.64138,8.8,0.29817542143363174,54.17065206409902,54.46882748553266
12563,192.659375,6.13,379.64,-845.5743081,171.4649,89.113125,-2046.012093,1.807593333,79.7,4288.39,5815,230,10670.64663,9,0.30495213555712336,54.58538119030559,54.89033332586271
12563.5,192.6665625,6.13,386.61,-845.6886464,171.5853,89.12052083,-2046.498811,1.807778333,79.7,4297.04,5919,229,10670.65184,9,0.30495213555712336,55.55594283432917,55.860894969886296
12564,192.67375,6.13,382.17,-845.8029848,171.5553,89.12791667,-2046.985529,1.806851667,79.6,4291.85,5809,230,10670.65699,9.1,0.30834049261886914,54.482996032264545,54.79133652488341
12564.5,192.6809375,6.13,387.09,-845.9173232,171.1847,89.1353125,-2047.472247,1.802778333,79.8,4298.66,5894,229,10670.66214,9.2,0.31172884968061493,55.5443298,55.856058653357316
12565,192.688125,6.13,382.71,-846.0316616,170.4221,89.14270833,-2047.958965,1.796111667,79.6,4290.59,5837,230,10670.66724,9.1,0.30834049261886914,55.072965843311785,55.38130633593065
12565.5,192.6953125,6.13,389.29,-846.146,170.9088,89.15010417,-2048.445684,1.798148333,79.7,4299.56,5873,229,10670.67235,8.8,0.29817542143363174,55.419403294171794,55.71757871560543
12566,192.7025,6.13,388.33,-846.2603383,171.5816,89.1575,-2048.932402,1.8,79.6,4297.87,5848,229,10670.6774,8.9,0.3015637784953775,55.05756048115847,55.359124259653846
12566.5,192.7096875,6.13,388.61,-846.3746767,173.2493,89.16489583,-2049.41912,1.801111667,79.8,4298.74,5820,229,10670.6824,9,0.30495213555712336,54.89771580149768,55.202667937054805
12567,192.716875,6.13,385.42,-846.4890151,174.8202,89.17229167,-2049.905838,1.794815,79.9,4294.39,5855,230,10670.68735,9,0.30495213555712336,55.491060685160576,55.79601282
12567.5,192.7240625,6.13,392.52,-846.6033535,175.4274,89.1796875,-2050.392556,1.792221667,79.7,4301.19,5872,230,10670.69231,8.7,0.2947870643718859,55.59320124827773,55.88798831264962
12568,192.73125,6.13,385.31,-846.7176918,175.3349,89.18708333,-2050.879274,1.797963333,79.7,4294.22,5856,229,10670.69721,8.8,0.29817542143363174,55.26467198461075,55.56284740604438
12568.5,192.7384375,6.13,392.05,-846.8320302,173.6857,89.19447917,-2051.365992,1.80537,79.7,4303.65,5860,229,10670.70211,8.5,0.2880103502483943,55.07553872164645,55.363549071894845
12569,192.745625,6.13,382.63,-846.9463686,171.6738,89.201875,-2051.85271,1.810555,79.7,4292.92,5861,229,10670.70697,8.9,0.3015637784953775,54.927187085240504,55.22875086373588
12569.5,192.7528125,6.13,379.12,-847.060707,168.3866,89.20927083,-2052.339429,1.808888333,79.7,4288.42,5840,229,10670.71177,9,0.30495213555712336,54.78080989937131,55.085762034928436
12570,192.76,6.13,387.84,-847.1750454,164.6931,89.21666667,-2052.826147,1.808703333,79.7,4298.75,5878,230,10670.71657,8.9,0.3015637784953775,55.142899991247845,55.44446376974322
12570.5,192.7671875,6.13,384.89,-847.2893837,162.3784,89.2240625,-2053.312865,1.807778333,79.7,4295.71,5936,229,10670.72132,8.9,0.3015637784953775,55.715505434123656,56.017069212619035
12571,192.774375,6.13,383.27,-847.4037221,162.5863,89.23145833,-2053.799583,1.802963333,79.7,4293.67,5905,230,10670.72603,9.1,0.30834049261886914,55.57255530066778,55.88089579328665
12571.5,192.7815625,6.13,396.89,-847.5180605,165.6021,89.23885417,-2054.286301,1.79537,79.8,4307.66,6085,229,10670.73073,9.4,0.31850556380410666,57.580913149019175,57.899418712823284
12572,192.78875,6.13,408.9,-847.6323989,168.0876,89.24625,-2054.773019,1.783148333,79.8,4318.69,6056,230,10670.73538,9.2,0.31172884968061493,57.69927069504987,58.01099954473048
12572.5,192.7959375,6.13,402.11,-847.7467373,167.8591,89.25364583,-2055.259737,1.74537,79.6,4311.77,5987,229,10670.74003,9,0.30495213555712336,58.13047302326988,58.43542516
12573,192.803125,6.13,388.77,-847.8610756,165.7123,89.26104167,-2055.746456,1.662593333,79.6,4299.54,5934,229,10670.74464,9.9,0.33544734911283575,60.48443288125499,60.81988023036782
12573.5,192.8103125,6.13,347.15,-847.975414,164.5874,89.2684375,-2056.233174,1.548703333,79.7,4256.49,5832,229,10670.74919,9.7,0.32867063498934407,63.89643698563355,64.22510762
12574,192.8175,6.13,327.36,-848.0897524,165.8873,89.27583333,-2056.719892,1.455185,79.7,4237.44,5782,230,10670.75369,9.7,0.32867063498934407,67.41976545032834,67.74843608531769
12574.5,192.8246875,6.13,308.24,-848.2040908,167.5288,89.28322917,-2057.20661,1.412963333,79.7,4218.9,5868,229,10670.75819,9.7,0.32867063498934407,70.46712817151364,70.79579880650299
12575,192.831875,6.13,313.47,-848.3184292,168.6762,89.290625,-2057.693328,1.431481667,79.7,4224.43,5835,229,10670.76265,9.8,0.3320589920510899,69.16437064260674,69.49642963465783
12575.5,192.8390625,6.13,314.32,-848.4327675,169.2588,89.29802083,-2058.180046,1.503703333,79.8,4222.96,5826,229,10670.7671,9.1,0.30834049261886914,65.82339028,66.13173076826716
12576,192.84625,6.13,333.5,-848.5471059,170.7506,89.30541667,-2058.666764,1.615926667,79.8,4244.32,6008,229,10670.7715,9.2,0.31172884968061493,63.16553885583404,63.477267705514656
12576.5,192.8534375,6.13,375.35,-848.6614443,171.5327,89.3128125,-2059.153482,1.713333333,79.6,4284.72,6080,230,10670.77586,9.2,0.31172884968061493,60.13728547713936,60.44901432681997
12577,192.860625,6.13,400.34,-848.7757827,169.3244,89.32020833,-2059.640201,1.74963,79.8,4309.86,6099,229,10670.78021,9.2,0.31172884968061493,59.222173998429035,59.53390284810965
12577.5,192.8678125,6.13,388.39,-848.890121,165.6313,89.32760417,-2060.126919,1.73574,79.7,4297.85,5837,230,10670.78451,9,0.30495213555712336,57.060080601857145,57.36503273741427
12578,192.875,6.13,387.31,-849.0044594,163.2233,89.335,-2060.613637,1.718148333,79.9,4297.72,5926,230,10670.78876,9.2,0.31172884968061493,58.67009740567315,58.98182625535376
12578.5,192.8821875,6.13,391.9,-849.1187978,163.0319,89.34239583,-2061.100355,1.716666667,79.9,4302.37,5974,229,10670.79302,9.3,0.3151172067423609,59.19636798139271,59.51148518813507
12579,192.889375,6.13,392.68,-849.2331362,163.8466,89.34979167,-2061.587073,1.704815,79.9,4300.81,6025,229,10670.79722,9.7,0.32867063498934407,60.116766147897955,60.44543678
12579.5,192.8965625,6.13,408.62,-849.3474746,163.8778,89.3571875,-2062.073791,1.680555,79.8,4318.63,6096,229,10670.80137,9.7,0.32867063498934407,61.62602521797216,61.95469585296151
12580,192.90375,6.13,407.88,-849.4618129,162.7114,89.36458333,-2062.560509,1.663518333,79.6,4318.42,6095,229,10670.80552,9.6,0.3252822779275983,62.090938487192595,62.416220765120194
12580.5,192.9109375,6.13,406.38,-849.5761513,162.6841,89.37197917,-2063.047227,1.67537,79.7,4316.28,6058,229,10670.80963,9.4,0.31850556380410666,61.35442549598725,61.67293105979136
12581,192.918125,6.13,393.79,-849.6904897,163.2234,89.379375,-2063.533946,1.697593333,79.6,4302.97,5974,230,10670.81373,9.5,0.32189392086585245,59.63670812830709,59.958602049172946
12581.5,192.9253125,6.13,391.06,-849.8048281,163.3223,89.38677083,-2064.020664,1.708703333,79.7,4300.98,5964,230,10670.81778,9.7,0.32867063498934407,59.22408060809238,59.55275124308172
12582,192.9325,6.13,401.55,-849.9191665,163.5802,89.39416667,-2064.507382,1.702221667,79.6,4311.58,5899,229,10670.82178,9.7,0.32867063498934407,58.72788866596942,59.05655930095876
12582.5,192.9396875,6.13,397.16,-850.0335048,163.6294,89.4015625,-2064.9941,1.702036667,79.6,4307.83,5913,229,10670.82574,9.5,0.32189392086585245,58.873665079527775,59.19555900039363
12583,192.946875,6.13,394.26,-850.1478432,163.9644,89.40895833,-2065.480818,1.716481667,79.6,4304.33,5856,230,10670.82969,9.5,0.32189392086585245,57.81546255087644,58.137356471742294
12583.5,192.9540625,6.13,390.39,-850.2621816,163.3981,89.41635417,-2065.967536,1.738333333,79.6,4300.3,5839,229,10670.83359,9.5,0.32189392086585245,56.92296623136783,57.244860152233684
12584,192.96125,6.13,382.42,-850.37652,161.6666,89.42375,-2066.454254,1.746111667,79.6,4293.75,5832,229,10670.8375,9.5,0.32189392086585245,56.60145650940034,56.92335043
12584.5,192.9684375,6.13,375.42,-850.4908584,161.5022,89.43114583,-2066.940972,1.744258333,79.6,4285.39,5872,229,10670.84135,9.5,0.32189392086585245,57.05022296379734,57.37211688466319
12585,192.975625,6.13,375.37,-850.6051967,163.281,89.43854167,-2067.427691,1.740185,79.9,4285.79,5902,230,10670.84515,9.5,0.32189392086585245,57.69253227,58.01442618634145
12585.5,192.9828125,6.13,382.52,-850.7195351,166.662,89.4459375,-2067.914409,1.745555,79.9,4293.49,5842,229,10670.84895,9.6,0.3252822779275983,56.930347211193414,57.25562948912101
12586,192.99,6.13,378.03,-850.8338735,168.8934,89.45333333,-2068.401127,1.753518333,79.7,4287.81,5805,229,10670.85271,9.4,0.31850556380410666,56.171920505460484,56.49042606926459
12586.5,192.9971875,6.13,375.96,-850.9482119,168.6071,89.46072917,-2068.887845,1.762221667,79.8,4285.55,5903,229,10670.85641,9.4,0.31850556380410666,56.90942215421374,57.22792771801785
12587,193.004375,6.13,377.25,-851.0625502,167.2218,89.468125,-2069.374563,1.766296667,79.8,4287.19,5833,230,10670.86011,9.3,0.3151172067423609,56.104830725898026,56.41994793264038
12587.5,193.0115625,6.13,369.25,-851.1768886,164.9042,89.47552083,-2069.861281,1.77074,79.7,4278.07,5793,230,10670.86376,9.1,0.30834049261886914,55.51062153124815,55.818962023867016
12588,193.01875,6.13,365.54,-851.291227,163.1543,89.48291667,-2070.347999,1.771481667,79.8,4275.33,5845,229,10670.86742,9.3,0.3151172067423609,56.05570031815928,56.37081752490164
12588.5,193.0259375,6.13,379.14,-851.4055654,162.9562,89.4903125,-2070.834717,1.767221667,79.7,4289.72,5854,230,10670.87097,9.2,0.31172884968061493,56.20682452470278,56.518553374383394
12589,193.033125,6.13,377.17,-851.5199038,161.9289,89.49770833,-2071.321436,1.763333333,79.7,4287.24,5875,229,10670.87457,9.3,0.3151172067423609,56.53284125,56.84795846015277
12589.5,193.0403125,6.13,381.5,-851.6342421,160.8965,89.50510417,-2071.808154,1.77574,79.6,4291.72,5920,229,10670.87807,9.5,0.32189392086585245,56.49687608389375,56.81877000475961
12590,193.0475,6.13,388.51,-851.7485805,159.6348,89.5125,-2072.294872,1.81463,79.9,4296.65,5957,230,10670.88158,9.6,0.3252822779275983,55.84127565,56.16655793
12590.5,193.0546875,6.13,397.04,-851.8629189,157.8253,89.51989583,-2072.78159,1.864073333,79.8,4306.75,5944,229,10670.88503,9.6,0.3252822779275983,54.17360494810234,54.498887226029936
12591,193.061875,6.13,403.09,-851.9772573,158.4012,89.52729167,-2073.268308,1.91037,79.6,4313.11,5935,230,10670.88848,10,0.33883570617458153,52.64841965711629,52.98725536329088
12591.5,193.0690625,6.13,411.11,-852.0915957,160.0165,89.5346875,-2073.755026,1.946111667,79.9,4321.31,5907,229,10670.89188,10.1,0.3422240632363273,51.63153442543636,51.973758488672686
12592,193.07625,6.13,412.53,-852.205934,163.0237,89.54208333,-2074.241744,1.977963333,79.9,4321.94,6018,230,10670.89524,10.2,0.34561242029807315,51.75469625815945,52.10030867845752
12592.5,193.0834375,6.13,422.4,-852.3202724,166.2263,89.54947917,-2074.728462,2.015,79.8,4331.65,6030,229,10670.89859,10.3,0.349000777,50.84101250182693,51.19001327918675
12593,193.090625,6.13,426.3,-852.4346108,167.3399,89.556875,-2075.215181,2.048148333,79.8,4336.38,5992,229,10670.90189,10.7,0.3625542056068022,49.70296849131555,50.06552269692236
12593.5,193.0978125,6.13,439,-852.5489492,167.5302,89.56427083,-2075.701899,2.074815,79.9,4348.38,6030,229,10670.90515,10.5,0.3557774914833106,49.437186897759794,49.79296439
12594,193.105,6.13,433.79,-852.6632875,167.7932,89.57166667,-2076.188617,2.087591667,79.7,4343.47,6009,230,10670.9084,11,0.37271927679203964,48.84093943347464,49.21365871026668
12594.5,193.1121875,6.13,443.41,-852.7776259,168.1867,89.5790625,-2076.675335,2.086481667,79.7,4353.42,6111,230,10670.9116,10.9,0.36933091973029386,49.69641606459005,50.06574698432035
12595,193.119375,6.13,440.71,-852.8919643,168.1506,89.58645833,-2077.162053,2.078148333,79.7,4349.98,6028,230,10670.91475,11.1,0.3761076338537855,49.218011085180656,49.59411871903444
12595.5,193.1265625,6.13,437.49,-853.0063027,166.5502,89.59385417,-2077.648771,2.056481667,79.9,4347.14,6087,228,10670.91791,11.4,0.38627270503902295,50.34939737,50.735670073390224
12596,193.13375,6.13,437.48,-853.1206411,165.1984,89.60125,-2078.135489,2.041481667,80,4347.12,6086,228,10670.92101,11.4,0.38627270503902295,50.77448052635192,51.16075323139095
12596.5,193.1409375,6.13,437.48,-853.2349794,165.1953,89.60864583,-2078.622208,2.030185,80,4347.12,6086,228,10670.92411,11.4,0.38627270503902295,51.057007676182856,51.44328038122188
12597,193.148125,6.13,437.48,-853.3493178,166.3185,89.61604167,-2079.108926,2.03,80,4347.12,6086,228,10670.92711,11.4,0.38627270503902295,51.061660654714935,51.44793335975396
12597.5,193.1553125,6.13,437.48,-853.4636562,167.5902,89.6234375,-2079.595644,2.03,80,4347.12,6086,228,10670.93017,11.4,0.38627270503902295,51.061660654714935,51.44793335975396
12598,193.1625,6.13,437.48,-853.5779946,168.2668,89.63083333,-2080.082362,2.001666667,80,4347.12,6086,228,10670.93312,11.4,0.38627270503902295,51.784431871309465,52.17070457634849
12598.5,193.1696875,6.13,437.48,-853.692333,168.2215,89.63822917,-2080.56908,1.943703333,80,4347.12,6086,228,10670.93607,11.4,0.38627270503902295,53.32869957644675,53.71497228148578
12599,193.176875,6.13,293.74,-853.8066713,167.3715,89.645625,-2081.055798,1.855185,79.8,4202.77,5922,230,10670.93897,7.6,0.25751513669268195,54.23168622785478,54.48920136454746
12599.5,193.1840625,6.13,310.5,-853.9210097,165.9263,89.65302083,-2081.542516,1.792221667,79.7,4220.45,5938,229,10670.94188,8,0.2710685649396652,56.21805671189938,56.48912527683905
12600,193.19125,6.13,318.23,-854.0353481,165.3984,89.66041667,-2082.029234,1.754815,79.7,4228.41,5829,230,10670.94473,7.9,0.2676802078779194,56.36247771652138,56.63015792
12600.5,193.1984375,6.13,330.22,-854.1496865,166.0392,89.6678125,-2082.515953,1.743703333,79.7,4240.19,5937,230,10670.94753,7.8,0.26429185081617357,57.77258636832896,58.03687821914513
12601,193.205625,6.13,341.38,-854.2640249,167.1781,89.67520833,-2083.002671,1.735555,79.8,4250.77,5961,229,10670.95034,7.4,0.2507384225691903,58.35158671980498,58.60232514237417
12601.5,193.2128125,6.13,333.32,-854.3783632,168.6479,89.68260417,-2083.489389,1.74537,79.8,4243.74,5835,230,10670.95309,7.1,0.24057335138395286,56.79698506152826,57.03755841291221
12602,193.22,6.13,340.15,-854.4927016,168.076,89.69,-2083.976107,1.781481667,79.6,4249.38,5987,230,10670.95579,6.9,0.23379663726046127,56.952134618631696,57.18593125589216
12602.5,193.2271875,6.13,332.96,-854.60704,166.4316,89.69739583,-2084.462825,1.834815,79.8,4242.71,5955,230,10670.95849,7.3,0.2473500655074445,55.13932092561199,55.38667099111944
12603,193.234375,6.13,343.14,-854.7213784,164.509,89.70479167,-2084.949543,1.887221667,79.6,4252.95,6022,230,10670.96115,7.2,0.2439617084456987,54.07542519098802,54.31938689943372
12603.5,193.2415625,6.13,332.71,-854.8357167,164.351,89.7121875,-2085.436261,1.932036667,79.6,4243.41,6164,230,10670.96375,7.4,0.2507384225691903,54.06663881490243,54.317377237471625
